"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"LOMEC","Clotrimazol 200mg ","","Excento de ","$137.54 ","$172.00 ","$172.00 "
"CANEST","Clotrimazol Crema 1%","","Excento de ","$50.00 ","$63.00 ","$63.00 "
"CLOTRI","Clotrimazol Crema 1% c/30g ","","Excento de ","$20.58 ","$44.00 ","$44.00 "
"LOZA","Clotrimazol Crema 2.0 % ","","Excento de ","$24.29 ","$45.00 ","$45.00 "
"CLOT ","CLOTRIMAZOL CREMA ","","Excento de ","$33.33 ","$72.00 ","$72.00 "
"CLO OV","Clotrimazol Ovulos 500mg ","","Excento de ","$27.00 ","$60.00 ","$60.00 "
"CLOXIN","Cloxinato de lisina iny.","","Excento de ","$22.84 ","$48.00 ","$48.00 "
"SALOTA","Coenzima Q10, Aceite de ","","Excento de ","$73.69 ","$149.00 ","$149.00 "
"COLÁG","COLÁGENO HIDROLIZADO ","","Excento de ","$38.00 ","$85.00 ","$85.00 "
"COLAG","Colageno Hidrolizado POLVO ","","Excento de ","$102.40 ","$220.00 ","$220.00 "
"COLAG","COLAGENO TABLETAS ","","Excento de ","$45.00 ","$100.00 ","$100.00 "
"COLAG","COLAGENO VICH C/450GR ","","Excento de ","$73.59 ","$125.00 ","$125.00 "
"COLCH","Colchicina 1mg c/20 tbs","","Excento de ","$32.95 ","$58.00 ","$58.00 "
"SIXO","Colchicina 1mg c/30 tab","","Excento de ","$27.11 ","$55.00 ","$55.00 "
"TICOLO","COLCHICINA 1MG TAB C/30 ","","Excento de ","$24.53 ","$48.00 ","$48.00 "
"COLCHI","COLCHICINA TABLETAS ","","Excento de ","$29.86 ","$62.00 ","$62.00 "
"PASTA ","COLGATE","","Excento de ","$50.00 ","$60.00 ","$60.00 "
"COLGAT","COLGATE CREMA DENTAL ","","Excento de ","$12.90 ","$17.00 ","$17.00 "
"COLGAT","Colgate Kids 6+","","Excento de ","$32.50 ","$44.00 ","$44.00 "
"COLGAT","COLGATE LUMINOS WHITE  ","","Excento de ","$6.65 ","$10.00 ","$10.00 "
"COLGAT","COLGATE TOTAL 12 ","","Excento de ","$65.60 ","$80.00 ","$80.00 "
"COLGAT","COLGATE TRIPLE ACCIÓN ","","Excento de ","$24.05 ","$30.00 ","$30.00 "
"COLGAT","COLGATE TRIPLE ACCION ","","Excento de ","$12.20 ","$16.00 ","$16.00 "
"COLLAR","COLLARIN CERVICAL ","","Excento de ","$58.03 ","$80.00 ","$80.00 "
"COLLAR","COLLARIN CERVICAL ","","Excento de ","$57.07 ","$80.00 ","$80.00 "
"COLLAR","COLLARIN CERVICAL ","","Excento de ","$58.03 ","$80.00 ","$80.00 "
"COLLAR","COLLARIN CHICO BLANCO ","","Excento de ","$58.03 ","$80.00 ","$80.00 "
"COLLAR","COLLARIN CHICO ","","Excento de ","$45.00 ","$90.00 ","$90.00 "
"COLLAR","COLLARIN GRANDE KOHN ","","Excento de ","$45.00 ","$70.00 ","$70.00 "
"COLLAR","COLLARON MEDIANO ","","Excento de ","$42.70 ","$90.00 ","$90.00 "
"combedi ","COMBEDI DX SOL. ","","Excento de ","$54.00 ","$110.00 ","$110.00 "
"COMBIV","Combivent Respimat ","","Excento de ","$1,234.79 ","$1,544.00 ","$1,544.00 "
"CONVI-","Complejo B c/20 tbs","","Excento de ","$20.80 ","$42.00 ","$42.00 "
"NACAR ","ConchaNacar 50G anabella","","Excento de ","$28.40 ","$35.00 ","$35.00 "
"PRUDE","Cond prudence Full Sensitive ","","Excento de ","$43.70 ","$55.00 ","$55.00 "
"PLAY ","CONDON PLAY BOY ","","Excento de ","$33.14 ","$48.00 ","$48.00 "
"PLAY ","Condon play boy Sandia & ","","Excento de ","$7.50 ","$12.00 ","$12.00 "
"PLAY ","CONDON PLAY BOY VIP ","","Excento de ","$28.91 ","$50.00 ","$50.00 "
"SAFE ","CONDON SAFE ON ","","Excento de ","$36.96 ","$55.00 ","$55.00 "
"SICO ","CONDON SICO PIEL C/PIEL ","","Excento de ","$57.70 ","$68.00 ","$68.00 "
"PRUD ","Condones Prudence ","","Excento de ","$43.33 ","$50.00 ","$50.00 "
"PRUD ","Condones Prudence Extra ","","Excento de ","$43.70 ","$55.00 ","$55.00 "
"PRUDE","Condones Prudence Extra ","","Excento de ","$38.67 ","$55.00 ","$55.00 "
"PRUDE","CONDONES PRUDENCE ","","Excento de ","$44.80 ","$56.00 ","$56.00 "
"PRUDE","Condones PRUDENCE Neon ","","Excento de ","$38.67 ","$50.00 ","$50.00 "
"PRUDE","Condones Prudence Zero c/3","","Excento de ","$51.10 ","$65.00 ","$65.00 "
"PRUDE","CONDONES ","","Excento de ","$45.20 ","$57.00 ","$57.00 "
"SICO ","Condones SICO Mutual ","","Excento de ","$49.31 ","$60.00 ","$60.00 "
"PLAY ","CONS}DON PLAY BOY ","","Excento de ","$38.50 ","$50.00 ","$50.00 "
"CONTA","Contac Ultra 200/5/2mg c/12","","Excento de ","$43.40 ","$58.00 ","$58.00 "
"CONTA","Contac ultra c/2 tbs","","Excento de ","$4.52 ","$8.00 ","$8.00 "
"CONTU","CONTUMAX (Macrogol) ","","Excento de ","$397.67 ","$519.00 ","$519.00 "
"CONVIF","CONVIFER Hierro 220ml ","","Excento de ","$58.76 ","$98.00 ","$98.00 "
"COPA ","COPA MENSTRUAL GR","","Excento de ","$200.00 ","$200.00 ","$200.00 "
"CLOPID","Copidogrel tabletas c/14","","Excento de ","$58.58 ","$110.00 ","$110.00 "
"COREG","Corega 70g","","Excento de ","$241.50 ","$280.00 ","$280.00 "
"TOP ","Corta Uñas Grande","","Excento de ","$24.43 ","$32.00 ","$32.00 "
"CORTA ","Corta Uñas Med 608AB","","Excento de ","$26.50 ","$32.00 ","$32.00 "
"CORTA","Cortador de Pastillas EZY ","","Excento de ","$75.68 ","$100.00 ","$100.00 "
"CORTA","Cortador de Pastillas ","","Excento de ","$57.81 ","$100.00 ","$100.00 "
"CORTA","CORTAUÑAS BEBE C/U","","Excento de ","$6.39 ","$10.00 ","$10.00 "
"CORTA","Cortauñas Benox","","Excento de ","$33.00 ","$42.00 ","$42.00 "
"TRY CH","CORTAUÑAS CHICO TRY","","Excento de ","$12.00 ","$15.00 ","$15.00 "
"CORTA ","Cortauñas Every","","Excento de ","$15.00 ","$20.00 ","$20.00 "
"CORTA","Cortauñas Grande","","Excento de ","$9.87 ","$17.00 ","$17.00 "
"TRY GR","CORTAUÑAS GRANDE TRY","","Excento de ","$14.00 ","$20.00 ","$20.00 "
"CORTA","Cortauñas Infantil 0+","","Excento de ","$32.00 ","$40.00 ","$40.00 "
"TRY ","CORTAUÑAS TRY BEBE","","Excento de ","$5.25 ","$10.00 ","$10.00 "
"CORTA","CORTAUÑAS TRY GRANDE ","","Excento de ","$15.00 ","$25.00 ","$25.00 "
"COTTO","COTONETES C/50pz ","","Excento de ","$16.21 ","$22.00 ","$22.00 "
"COTTO","Cotonetes c/80pz COTTONI ","","Excento de ","$15.00 ","$30.00 ","$30.00 "
"COTON","COTONETES HELLO KITTI ","","Excento de ","$39.54 ","$50.00 ","$50.00 "
"COTON","COTONETES JOHNSON  ","","Excento de ","$25.95 ","$30.00 ","$30.00 "
"COTON","COTONETES JOHNSON & ","","Excento de ","$21.70 ","$29.00 ","$29.00 "
"COTON","COTONETES MEDIMART ","","Excento de ","$11.99 ","$22.00 ","$22.00 "
"HISOPO","COTONETES PLAZA ","","Excento de ","$15.50 ","$22.00 ","$22.00 "
"PROTE","COTONETES PROTEC ","","Excento de ","$14.60 ","$22.00 ","$22.00 "
"CANDIP","Crema Candiphn-V 3 dias ","","Excento de ","$59.70 ","$110.00 ","$110.00 "
"CREMA ","CREMA DE ARNICA ","","Excento de ","$15.89 ","$25.00 ","$25.00 "
"CREMA ","CREMA DE CONCHA ","","Excento de ","$8.50 ","$18.00 ","$18.00 "
"CREMA ","CREMA DE MANZANA ","","Excento de ","$9.33 ","$15.00 ","$15.00 "
"CREMA ","Crema dental sin flour ","","Excento de ","$15.55 ","$25.00 ","$25.00 "
"GOICOC","CREMA GOICOCHEA ","","Excento de ","$91.50 ","$112.00 ","$112.00 "
"NIVEA ","Crema NIVEA 400ML","","Excento de ","$99.30 ","$125.00 ","$125.00 "
"PONDS ","Crema PONDS piel suave y ","","Excento de ","$21.20 ","$30.00 ","$30.00 "
"POND´S ","Crema Pond´s Crema c/100g","","Excento de ","$47.70 ","$58.00 ","$58.00 "
"SENSO","Crema Sensodyne Anti-Sarro ","","Excento de ","$90.30 ","$115.00 ","$115.00 "
"CROMO","Cromoglicato de Sodio ","","Excento de ","$46.40 ","$92.00 ","$92.00 "
"CROMO","CROMOGLICATO DE ","","Excento de ","$35.53 ","$80.00 ","$80.00 "
"CUBIER","CUBIERTOS MINNIE ","","Excento de ","$22.00 ","$32.00 ","$32.00 "
"CUBIER","CUBIERTOS PAW PATROL ","","Excento de ","$22.00 ","$32.00 ","$32.00 "
"CUBIER","CUBIERTOS PAW PATROL ","","Excento de ","$22.00 ","$32.00 ","$32.00 "
"CUBRE ","CUBRE BOCAS UNIMASK ","","Excento de ","$1.30 ","$3.00 ","$3.00 "
"CUBRE ","CUBRE BOCAS UNIMASK ","","Excento de ","$1.30 ","$3.00 ","$3.00 "
"CUBRE","CUBREBOCA LAV. CON ","","Excento de ","$15.00 ","$20.00 ","$20.00 "
"CUBRE ","Cubreboca plisado Medical ","","Excento de ","$5.00 ","$15.00 ","$15.00 "
"CUBRE","Cubreboca tipo Concha c/u","","Excento de ","$2.00 ","$6.00 ","$6.00 "
"cubrebic","CUBREBOCAS AZUL C/U","","Excento de ","$2.00 ","$5.00 ","$5.00 "
"CUBRE ","CUBREBOCAS AZUL ","","Excento de ","$6.00 ","$20.00 ","$20.00 "
"CUBRE","Cubrebocas Azul Protection ","","Excento de ","$1.52 ","$4.00 ","$4.00 "
"BUBRE ","CUBREBOCAS BICOLOR ","","Excento de ","$13.00 ","$25.00 ","$25.00 "
"CUBRE","Cubrebocas cu","","Excento de ","$1.73 ","$4.00 ","$4.00 "
"CUBRE ","CUBREBOCAS DE CONCHA ","","Excento de ","$4.73 ","$10.00 ","$10.00 "
"CUBRE","Cubrebocas de tres pliegos ","","Excento de ","$1.52 ","$5.00 ","$5.00 "
"CUBRE ","CUBREBOCAS INFANTIL ","","Excento de ","$4.00 ","$6.00 ","$6.00 "
"CUBRE","CUBREBOCAS INFANTIL ","","Excento de ","$15.00 ","$20.00 ","$20.00 "
"CUBRE ","CUBREBOCAS INFANTIL ","","Excento de ","$13.00 ","$20.00 ","$20.00 "
"KN95 ","Cubrebocas KN95","","Excento de ","$3.50 ","$8.00 ","$8.00 "
"KN95 ","CUBREBOCAS KN95 ","","Excento de ","$20.00 ","$40.00 ","$40.00 "
"CUBRE","CUBREBOCAS KN95 ","","Excento de ","$4.00 ","$8.00 ","$8.00 "
"CUBRE","CUBREBOCAS LAVABLE ","","Excento de ","$10.00 ","$15.00 ","$15.00 "
"CUBRE","Cubrebocas Negro ","","Excento de ","$1.52 ","$5.00 ","$5.00 "
"CUBRE","CUBREBOCAS NEGRO ","","Excento de ","$2.00 ","$5.00 ","$5.00 "
"CUBRE","CUBREBOCAS PACK C/10 ","","Excento de ","$5.00 ","$15.00 ","$15.00 "
"CUBRE","Cubrebocas Reforzado","","Excento de ","$4.50 ","$8.00 ","$8.00 "
"CUB ","CUBREBOCAS ","","Excento de ","$1.80 ","$4.00 ","$4.00 "
"AMBIDE","Cubrebocas Reforzado BCO ","","Excento de ","$1.16 ","$3.00 ","$3.00 "
"CUBRE ","CUBREBOCAS ","","Excento de ","$1.30 ","$3.00 ","$3.00 "
"CURITA ","Curita Trans Piel c/10","","Excento de ","$18.00 ","$25.00 ","$25.00 "
"CURITA","CURITAS AQUA PROTEC","","Excento de ","$51.05 ","$64.00 ","$64.00 "
"CURITA","CURITAS CAJA  C/100","","Excento de ","$30.50 ","$45.00 ","$45.00 "
"CURITA","CURITAS CIRCULARES C/1 ","","Excento de ","$1.16 ","$2.00 ","$2.00 "
"CURE ","CURITAS CURE BAND C/U","","Excento de ","$0.21 ","$1.50 ","$1.50 "
"CURITA","CURITAS INFANTIL ","","Excento de ","$53.07 ","$64.00 ","$64.00 "
"CURITA","CURITAS INFANTILES C/20 ","","Excento de ","$49.19 ","$60.00 ","$60.00 "
"CURITA","CURITAS REDONDOS ","","Excento de ","$0.31 ","$1.00 ","$1.00 "
"CURITA","CURITAS SENSITIVE ","","Excento de ","$55.27 ","$66.00 ","$66.00 "
"CURITA","CURITAS TRANSIEL C/20 ","","Excento de ","$28.12 ","$40.00 ","$40.00 "
"DACTIL ","DACTIL OB Piperidolato ","","Excento de ","$430.00 ","$460.00 ","$460.00 "
"DALVEA","DALVEAR INFANTIL MIEL-","","Excento de ","$227.50 ","$275.00 ","$275.00 "
"DALVEA","DALVEAR JARABE ADULTO","","Excento de ","$238.75 ","$288.00 ","$288.00 "
"FORXIG","DAPAGLIFLOZINA TAB ","","Excento de ","$780.00 ","$1,200.00 ","$1,200.00 "
"CARIDE","Deflazacort 6mg ","","Excento de ","$52.89 ","$114.00 ","$114.00 "
"CARIDE","Deflazacort TABLETAS 30mg ","","Excento de ","$95.05 ","$190.00 ","$190.00 "
"NOTRE ","Del limpiador Facial NOTR ","","Excento de ","$25.00 ","$32.00 ","$32.00 "
"DILISUR","DELISURE CHOCOLATE","","Excento de ","$25.40 ","$37.00 ","$37.00 "
"DERCO","DERCO Selenio DS Acido ","","Excento de ","$465.47 ","$500.00 ","$500.00 "
"TALCO ","DERMAN KIDS TALCO ","","Excento de ","$23.50 ","$32.00 ","$32.00 "
"DRMODI","DERMODINE ","","Excento de ","$48.61 ","$78.00 ","$78.00 "
"DERMO ","DERMODINE SOLUCIÓN ","","Excento de ","$48.61 ","$78.00 ","$78.00 "
"WOLDE","Dermolimpiador sol 250ml","","Excento de ","$47.65 ","$60.00 ","$60.00 "
"DERMO","DERMOPRADA ","","Excento de ","$123.61 ","$160.00 ","$160.00 "
"AXE ","Des Axe excitel 175ml +25","","Excento de ","$32.50 ","$48.00 ","$48.00 "
"AXE ICE ","Des Axe Ice Chill 175ml +25","","Excento de ","$32.50 ","$48.00 ","$48.00 "
"DES ","Des AXE YOUNG","","Excento de ","$52.00 ","$65.00 ","$65.00 "
"STEFAN","Des Stefano BLACK 159ml","","Excento de ","$60.70 ","$76.00 ","$76.00 "
"STEFAN","Des Stefano Cosmo 159ml","","Excento de ","$78.32 ","$98.00 ","$98.00 "
"STEFAN","Des Stefano IMPERIAL ","","Excento de ","$78.32 ","$98.00 ","$98.00 "
"STEFAN","Des Stefano sPAZIO 159ml","","Excento de ","$78.32 ","$89.00 ","$89.00 "
"REXON","Des. rexona fresh","","Excento de ","$42.00 ","$50.00 ","$50.00 "
"REXON","DESC. REXONA ","","Excento de ","$30.00 ","$50.00 ","$50.00 "
"AXE ","DESD. AXE BLACK BARRA ","","Excento de ","$52.00 ","$65.00 ","$65.00 "
"AXE ","DESD. AXE EPIC FRESH ","","Excento de ","$44.20 ","$62.00 ","$62.00 "
"AXE ","DESD. AXE EXCITE 48H ","","Excento de ","$54.63 ","$76.00 ","$76.00 "
"OLD ","DESD. OLD SPICE ","","Excento de ","$49.70 ","$70.00 ","$70.00 "
"DESENE","DESENEX CREMA C/28G","","Excento de ","$40.50 ","$63.00 ","$63.00 "
"DESENF","desenfriol-d c/12","","Excento de ","$29.80 ","$50.00 ","$50.00 "
"AEROCL","Desinfectante Aerosol","","Excento de ","$50.00 ","$75.00 ","$75.00 "
"IVRESS","Desinfectante Aerosol 400ml ","","Excento de ","$40.00 ","$70.00 ","$70.00 "
"NANOX","Desinfectante AEROSOL ","","Excento de ","$30.00 ","$70.00 ","$70.00 "
"GLESOL ","Desinfectante GELSOL 7en1 ","","Excento de ","$76.98 ","$96.00 ","$96.00 "
"DESINF","DESINFECTANTE ","","Excento de ","$32.50 ","$75.00 ","$75.00 "
"DESINF","Desinfectante NO contiene ","","Excento de ","$20.00 ","$50.00 ","$50.00 "
"DESLOR","DESLORATADINA  C/120ML","","Excento de ","$43.69 ","$80.00 ","$80.00 "
"VALGAB ","Desloratadina 120ml","","Excento de ","$41.17 ","$82.00 ","$82.00 "
"VALGAB","Desloratadina 50mg/100ml ","","Excento de ","$35.00 ","$65.00 ","$65.00 "
"DESLOR","Desloratadina 5mg 10tbs","","Excento de ","$32.13 ","$62.00 ","$62.00 "
"DEGOR","Desloratadina 5mg c/10 tab ","","Excento de ","$33.81 ","$62.00 ","$62.00 "
"HISTAP","Desloratadina Jarabe ","","Excento de ","$28.38 ","$55.00 ","$55.00 "
"BLOTAM","DESLORATADINA JARABE ","","Excento de ","$31.46 ","$63.00 ","$63.00 "
"LIRUDIN","DESLORATADINA ","","Excento de ","$21.00 ","$58.00 ","$58.00 "
"HISTAP","Desloratadina TABLETAS ","","Excento de ","$57.01 ","$120.00 ","$120.00 "
"NOTRE ","Desmaquillante 125ml NOTR","","Excento de ","$28.00 ","$35.00 ","$35.00 "
"NOTRE ","Desmaquillante 5 en 1 ","","Excento de ","$31.50 ","$40.00 ","$40.00 "
"NIVEA ","Desod Aero Nivea Aclar ","","Excento de ","$56.94 ","$68.00 ","$68.00 "
"NIVEA ","Desod Aero Nivea Aclarado ","","Excento de ","$62.50 ","$78.00 ","$78.00 "
"AXE ","Desod AXE Black 90ml","","Excento de ","$21.50 ","$30.00 ","$30.00 "
"REXON","Desodo Rexona Extra Fresh ","","Excento de ","$35.00 ","$48.00 ","$48.00 "
"REXON","Desodorant REXONA active ","","Excento de ","$49.23 ","$62.00 ","$62.00 "
"DES BIO ","Desodorante Aerosol BI-O ","","Excento de ","$48.00 ","$55.00 ","$55.00 "
"DES BIO ","Desodorante Aerosol Clinical ","","Excento de ","$48.00 ","$55.00 ","$55.00 "
"AXE ","Desodorante Axe Aerosol ","","Excento de ","$42.00 ","$53.00 ","$53.00 "
"AXE ICE ","DESODORANTE AXE ICE ","","Excento de ","$44.20 ","$62.00 ","$62.00 "
"AXE ","Desodorante Axe Intense 48h","","Excento de ","$68.00 ","$90.00 ","$90.00 "
"DES BIO ","Desodorante BI-O Stick Hom","","Excento de ","$63.10 ","$75.00 ","$75.00 "
"DES BIO ","Desodorante BI-O Stick Muj","","Excento de ","$63.10 ","$75.00 ","$75.00 "
"bBIO ","DESODORANTE BIO ","","Excento de ","$37.90 ","$50.00 ","$50.00 "
"DESAO","Desodorante Brut Classic","","Excento de ","$37.00 ","$46.00 ","$46.00 "
"GILLET ","DESODORANTE GILLETTE ","","Excento de ","$36.40 ","$49.00 ","$49.00 "
"OBAO ","DESODORANTE OBAO ","","Excento de ","$21.00 ","$28.00 ","$28.00 "
"OBAO ","Desodorante Obao RollOn ","","Excento de ","$31.00 ","$39.00 ","$39.00 "
"OBAO ","DESODORANTE OBAO ","","Excento de ","$28.76 ","$32.00 ","$32.00 "
"DES ","Desodorante Rexona 72h V8","","Excento de ","$40.50 ","$52.00 ","$52.00 "
"REXON","Desodorante REXONA ","","Excento de ","$35.00 ","$55.00 ","$55.00 "
"REXON","Desodorante REXONA ","","Excento de ","$35.00 ","$55.00 ","$55.00 "
"REXON","DESODORANTE REXONA ","","Excento de ","$56.00 ","$77.00 ","$77.00 "
"REXON","Desodorante REXONA STAR ","","Excento de ","$26.50 ","$35.00 ","$35.00 "
"BI-O ","Desodorante ROLLON Bi-o ","","Excento de ","$22.70 ","$30.00 ","$30.00 "
"DESOD","DESODORANTEAEROSOLB","","Excento de ","$68.98 ","$65.00 ","$65.00 "
"OBAO ","Desodornte OBAO Angel 65g","","Excento de ","$21.00 ","$28.00 ","$28.00 "
"DES ","Desopdorante Aerosol Clarify ","","Excento de ","$37.90 ","$50.00 ","$50.00 "
"DEXABI","DEXABION DC ","","Excento de ","$149.10 ","$180.00 ","$180.00 "
"Dexa","Dexametason ALIN Sol ","","Excento de ","$65.10 ","$82.00 ","$82.00 "
"BEXINE ","DEXAMETASON ","","Excento de ","$20.39 ","$39.00 ","$39.00 "
"ADREC","DEXAMETASONA 0.5MG ","","Excento de ","$10.40 ","$23.00 ","$23.00 "
"METAX","Dexametasona 8mg/2ml c/1 ","","Excento de ","$13.00 ","$27.00 ","$27.00 "
"VERICO","Dexametasona 8mg/2ml Iny","","Excento de ","$35.28 ","$70.00 ","$70.00 "
"CRYO","Dexametasona Iny. 8mg/2ml","","Excento de ","$7.35 ","$20.00 ","$20.00 "
"brulin","Dexametasona iny.8mg/2ml","","Excento de ","$10.27 ","$21.00 ","$21.00 "
"DEXAM","Dexametasona inyectable ","","Excento de ","$8.71 ","$20.00 ","$20.00 "
"METAX ","DEXAMETASONA ","","Excento de ","$35.62 ","$77.00 ","$77.00 "
"DEXA ","Dexametasona sol. Iny. ","","Excento de ","$12.55 ","$30.00 ","$30.00 "
"METAX ","DEXAMETASONA SOL. ","","Excento de ","$13.58 ","$30.00 ","$30.00 "
"ADREC","DEXAMETASONA ","","Excento de ","$17.55 ","$37.00 ","$37.00 "
"DECOR","DEXAMETASONA ","","Excento de ","$99.00 ","$120.00 ","$120.00 "
"LERGO","Dexametasona/clorfenamina ","","Excento de ","$21.21 ","$45.00 ","$45.00 "
"KODAK","Dexametasona/Neomicina ","","Excento de ","$16.40 ","$35.00 ","$35.00 "
"BEXINE ","Dexametasona/neomicina/fen","","Excento de ","$34.43 ","$70.00 ","$70.00 "
"DEXAM","Dexametazona 8mg/2ml Sol ","","Excento de ","$10.88 ","$20.00 ","$20.00 "
"ALIN ","Dexametazona susp 4mg/ml ","","Excento de ","$148.50 ","$180.00 ","$180.00 "
"DEXNE ","Dexametazona/Neomicina ","","Excento de ","$34.67 ","$75.00 ","$75.00 "
"ALIN ","Dexametazona/neomicina y ","","Excento de ","$72.50 ","$95.00 ","$95.00 "
"DEXERY","Dexeryl CREMA ","","Excento de ","$292.20 ","$365.00 ","$365.00 "
"DEXNE ","DEXNE SOL. NASAL 10 ML","","Excento de ","$41.38 ","$88.00 ","$88.00 "
"BISOLS","DEXTROMETORFANO ","","Excento de ","$134.90 ","$185.00 ","$185.00 "
"DEXTR","Dextrometorfano Jrbe 120ml","","Excento de ","$10.79 ","$22.00 ","$22.00 "
"OXOLB","Dextrometorfano-Ambroxol ","","Excento de ","$19.84 ","$38.00 ","$38.00 "
"BROXT","DEXTROMETORFANO/AMB","","Excento de ","$20.02 ","$45.00 ","$45.00 "
"BROXT","Dextrometorfano/Ambroxol ","","Excento de ","$18.32 ","$42.00 ","$42.00 "
"DEGOR","Dextrometorfano/Ambroxol ","","Excento de ","$30.65 ","$69.00 ","$69.00 "
"EPICOL ","Dextrometorfano/Guaifenesin","","Excento de ","$43.20 ","$80.00 ","$80.00 "
"TUSILE","DEXTROMETORFANO/GUAI","","Excento de ","$28.20 ","$58.00 ","$58.00 "
"DEX-","Dextrometrofano- Ambroxol ","","Excento de ","$19.60 ","$35.00 ","$35.00 "
"DEXABI","Dezabion DC c/3","","Excento de ","$348.50 ","$440.00 ","$440.00 "
"VIAFLEX","Diacereína CAPSULAS 50mg ","","Excento de ","$66.63 ","$135.00 ","$135.00 "
"DIALGIN ","Dialgin Tabletas c/20","","Excento de ","$75.83 ","$160.00 ","$160.00 "
"DIAPRO ","DIAPRO TOALLAS ","","Excento de ","$25.30 ","$38.00 ","$38.00 "
"ARIFLA","Diclofenaco 100mg c/20 tbs","","Excento de ","$7.94 ","$23.00 ","$23.00 "
"DICLOF","Diclofenaco 100mg c/20 tbs ","","Excento de ","$10.03 ","$25.00 ","$25.00 "
"VOLFEN","DICLOFENACO 2.32 % GEL ","","Excento de ","$36.56 ","$70.00 ","$70.00 "
"MAFEN","Diclofenaco 50mg c/20 tbs","","Excento de ","$11.70 ","$12.00 ","$12.00 "
"FENAGE","Diclofenaco Dietilamonio Gel ","","Excento de ","$27.58 ","$52.00 ","$52.00 "
"MAFEN","Diclofenaco Dietilamonio Gel ","","Excento de ","$20.05 ","$38.00 ","$38.00 "
"ATALAK ","DICLOFENACO GEL 60 GR ","","Excento de ","$25.00 ","$50.00 ","$50.00 "
"VOLOFE","Diclofenaco iny 75mg/3ml c/2  ","","Excento de ","$19.47 ","$40.00 ","$40.00 "
"DIC INY","Diclofenaco Inyectable ","","Excento de ","$11.71 ","$30.00 ","$30.00 "
"DICLO ","DICLOFENACO ","","Excento de ","$18.60 ","$46.00 ","$46.00 "
"VOLFEN","Diclofenaco Tabs ","","Excento de ","$13.14 ","$40.00 ","$40.00 "
"ALLI-","DICLOFENACO+COMPLEJO ","","Excento de ","$150.51 ","$188.00 ","$188.00 "
"DUOFLE","Diclofenaco/ Carisoprodol ","","Excento de ","$78.56 ","$169.00 ","$169.00 "
"COMBE","DICLOFENACO/ COMPLEJO ","","Excento de ","$39.01 ","$80.00 ","$80.00 "
"DICLO/C","Diclofenaco/Complejo B tbs ","","Excento de ","$32.12 ","$70.00 ","$70.00 "
"TOFEL ","Diclofenaco/Paracetamol ","","Excento de ","$35.74 ","$77.00 ","$77.00 "
"ROTUM","Diclofenco GEL 1.16% 60g","","Excento de ","$20.59 ","$40.00 ","$40.00 "
"DICLOX","Dicloxacilina 500mg c/12 ","","Excento de ","$18.06 ","$58.00 ","$58.00 "
"AMIFARI","DICLOXACILINA CAPSULAS ","","Excento de ","$29.20 ","$60.00 ","$60.00 "
"VICNITE ","DIFENHIDRAMINA ","","Excento de ","$21.03 ","$42.00 ","$42.00 "
"DIFENHI","Difenhidramina 25mg c/10 ","","Excento de ","$19.94 ","$43.00 ","$43.00 "
"NYQUIL ","DIFENHIDRAMINA ","","Excento de ","$105.60 ","$138.00 ","$138.00 "
"SERRA","Difenidol 25mg c/30 tab","","Excento de ","$11.52 ","$20.00 ","$20.00 "
"RAAMF","Difenidol 25mg c/30 tbs","","Excento de ","$11.13 ","$23.00 ","$23.00 "
"NORMA","Difenidol 40mg c/2 amp","","Excento de ","$8.27 ","$19.00 ","$19.00 "
"DIFEN ","Difenidol 40mg/2ml Iny AMSA","","Excento de ","$14.47 ","$28.00 ","$28.00 "
"DIF INY","Difenidol Iny. 40mg/2ml c/2 ","","Excento de ","$10.02 ","$25.00 ","$25.00 "
"SON´S ","Difenidol tabletas 25mg c/30","","Excento de ","$25.12 ","$50.00 ","$50.00 "
"DIFENID","DIFENIDOL TABLETAS ","","Excento de ","$9.52 ","$25.00 ","$25.00 "
"BIOMITI","DIFENIDOL TABLETAS C/30","","Excento de ","$11.54 ","$23.00 ","$23.00 "
"DIFENID","DIFENIDOL TABLÑETAS ","","Excento de ","$16.25 ","$35.00 ","$35.00 "
"DIMICA","Dimenhidrato 50mg c/12 ","","Excento de ","$18.16 ","$38.00 ","$38.00 "
"ESPECT","DIMETICONA GOTAS ","","Excento de ","$25.41 ","$52.00 ","$52.00 "
"DINTRE","Dimeticona susp. 100mg/ml ","","Excento de ","$37.48 ","$75.00 ","$75.00 "
"BEDIS","Dinitrato de Isosorbida 10mg ","","Excento de ","$5.72 ","$10.00 ","$10.00 "
"MEVEDI","DIOSMINA 600MG ","","Excento de ","$71.33 ","$134.00 ","$134.00 "
"NAVELI","Diosmina, Hesperidina ","","Excento de ","$63.00 ","$169.00 ","$169.00 "
"ROVEM","DIOSMINA-HESPERIDINA ","","Excento de ","$58.50 ","$170.00 ","$170.00 "
"ARCOC","Diosmina-Hespiridina 450/50 ","","Excento de ","$87.67 ","$170.00 ","$170.00 "
"CIRCUT","DIOSMINA/ HESPERIDINA ","","Excento de ","$64.29 ","$165.00 ","$165.00 "
"FLAUS","Diosmina/Hesperidina ","","Excento de ","$76.45 ","$165.00 ","$165.00 "
"DIOSMI","DIOSMINA/HESPERIDINA ","","Excento de ","$61.40 ","$130.00 ","$130.00 "
