"Ref.","Nombre","","Impuesto","Costo","Precio","Precio + Imp."
"VERNE","Diosmina/Hesperidina ","","Excento de ","$65.11 ","$125.00 ","$125.00 "
"DUI T ","DIU Dispositivo Intrauterino ","","Excento de ","$64.96 ","$140.00 ","$140.00 "
"DIU DKT","DIU DKT CU380A","","Excento de ","$47.61 ","$120.00 ","$120.00 "
"FLAGOS","Diyodohidroquinoleina/metron","","Excento de ","$46.49 ","$90.00 ","$90.00 "
"FARME","Diyodohidroxiquinoleina/Dime","","Excento de ","$307.64 ","$360.00 ","$360.00 "
"DODYS ","DODYS TOALLITAS ","","Excento de ","$27.40 ","$39.00 ","$39.00 "
"DOLO-","Dolo-Neurobion c/10 tbs","","Excento de ","$161.76 ","$221.00 ","$221.00 "
"DOLO-","DOLO-NEUROBION C/20 ","","Excento de ","$227.50 ","$289.00 ","$289.00 "
"DOLO-","Dolo-Neurobion FORTE iny ","","Excento de ","$300.98 ","$350.00 ","$350.00 "
"DOLO ","Dolo-Neurobion TBALETAS ","","Excento de ","$153.07 ","$192.00 ","$192.00 "
"DOLO-","DOLO-NEURUBION FORTE","","Excento de ","$396.10 ","$450.00 ","$450.00 "
"DOLO-","DOLONEUROBION C/3 ","","Excento de ","$486.62 ","$609.00 ","$609.00 "
"DOSIFIC","DOSIFICADOR NUBY 0+","","Excento de ","$37.00 ","$46.00 ","$46.00 "
"DOVE ","Dove dermoa Aclarant c/100g","","Excento de ","$52.00 ","$70.00 ","$70.00 "
"DOVE ","DOVE FRESCURA 150ML","","Excento de ","$43.60 ","$55.00 ","$55.00 "
"DOVE ","DOVE ORIGINAL 45G","","Excento de ","$33.20 ","$45.00 ","$45.00 "
"DOVE ","DOVE TONO UNIFORME ","","Excento de ","$32.60 ","$45.00 ","$45.00 "
"DOVE ","DOVE TONO UNIFORME ","","Excento de ","$61.64 ","$74.00 ","$74.00 "
"VIVRAD","Doxiciclina 100mg c/10 caps ","","Excento de ","$32.50 ","$65.00 ","$65.00 "
"KENCIC","DOXICICLINA CAPSULAS ","","Excento de ","$28.64 ","$62.00 ","$62.00 "
"DRAMA","DRAMAMINE INFANTIL ","","Excento de ","$162.50 ","$189.00 ","$189.00 "
"DRAMA","DRAMAMINE ","","Excento de ","$70.30 ","$87.00 ","$87.00 "
"DRUSE","DRUSEN MEGA CAPSULA ","","Excento de ","$691.12 ","$780.00 ","$780.00 "
"DULOX","Duloxetina 30 mg c/7 cap","","Excento de ","$40.00 ","$80.00 ","$80.00 "
"DULOXE","Duloxetina 30mg c/7 caps ","","Excento de ","$40.00 ","$80.00 ","$80.00 "
"IDELIVE","DULOXETINA 30MG C/7 ","","Excento de ","$30.60 ","$60.00 ","$60.00 "
"DULOXE","DULOXETINA 60MG C/14","","Excento de ","$64.26 ","$135.00 ","$135.00 "
"EGO ","EGO CERA 25 GRS","","Excento de ","$14.20 ","$20.00 ","$20.00 "
"ELECTR","Electrolife FRAMBUESA ","","Excento de ","$15.57 ","$24.00 ","$24.00 "
"ELECTR","ELECTROLIFE ZERO MORA ","","Excento de ","$20.46 ","$26.00 ","$26.00 "
"ELEC ","Electrolit  Lima-Limon 625ml","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELEC ","Electrolit COCO 625ML","","Excento de ","$20.23 ","$25.00 ","$25.00 "
"ELEC ","Electrolit DURAZNO 625ML","","Excento de ","$16.06 ","$23.00 ","$23.00 "
"ELEC ","Electrolit FRESA 625ML","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELEC F-","Electrolit FRESA KIWI 625ML","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELECTR","ELECTROLIT GUAYABA ","","Excento de ","$16.40 ","$23.00 ","$23.00 "
"ELEC ","ELECTROLIT HORCHATA ","","Excento de ","$17.26 ","$23.00 ","$23.00 "
"ELETRO","Electrolit Jamaica 625 ml","","Excento de ","$16.78 ","$23.00 ","$23.00 "
"ELECTR","Electrolit manzana 1l","","Excento de ","$25.02 ","$35.00 ","$35.00 "
"ELECT ","Electrolit Manzana 625ml","","Excento de ","$20.23 ","$25.00 ","$25.00 "
"ELECTR","Electrolit Maracuya 625ml ","","Excento de ","$18.00 ","$23.00 ","$23.00 "
"ELEC ","Electrolit MORA AZUL 625ml","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELEC ","Electrolit NARANJA-","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELECTR","ELECTROLIT PEDIATRICO ","","Excento de ","$15.00 ","$21.00 ","$21.00 "
"ELECTR","ELECTROLIT PEDIATRICO ","","Excento de ","$15.00 ","$21.00 ","$21.00 "
"LELCTR","ELECTROLIT PEDIATRICO ","","Excento de ","$11.62 ","$20.00 ","$20.00 "
"ELEC ","Electrolit PIÑA 625ML","","Excento de ","$17.60 ","$23.00 ","$23.00 "
"ELECTR","Electrolit Ponche de Frutas ","","Excento de ","$18.91 ","$25.00 ","$25.00 "
"ELEC ","Electrolit TE VERDE 625ML","","Excento de ","$16.06 ","$23.00 ","$23.00 "
"ELEC ","Electrolit TORONJA 625ML","","Excento de ","$15.00 ","$23.00 ","$23.00 "
"ELECT ","Electrolit Uva 625ml ","","Excento de ","$19.77 ","$25.00 ","$25.00 "
"ELECTR","ELECTROLIT ZERO FRESA-","","Excento de ","$19.62 ","$24.00 ","$24.00 "
"ELECTR","Electrolit ZERO Naranja-","","Excento de ","$20.46 ","$26.00 ","$26.00 "
"ELECTR","ELECTROLIT ZERO ","","Excento de ","$19.62 ","$24.00 ","$24.00 "
"ELECTR ","ELECTROLIT ZERO UVA ","","Excento de ","$21.38 ","$26.00 ","$26.00 "
"VOLDRA","ELECTROLITO NATURAL ","","Excento de ","$6.24 ","$10.00 ","$10.00 "
"ELECTR","ELECTROLITOS APO LIMA-","","Excento de ","$6.50 ","$10.00 ","$10.00 "
"ELECTR","ELECTROLITOS APO ","","Excento de ","$4.05 ","$8.00 ","$8.00 "
"VOLDRA","ELECTROLITOS CEREZA","","Excento de ","$6.94 ","$8.00 ","$8.00 "
"ELECTR","ELECTROLITOS COCO 28G","","Excento de ","$4.78 ","$10.00 ","$10.00 "
"ELECTR","ELECTROLITOS DURAZNO","","Excento de ","$5.22 ","$8.00 ","$8.00 "
"VOLDRA","ELECTROLITOS MANGO","","Excento de ","$4.78 ","$10.00 ","$10.00 "
"ELECTR","ELECTROLITOS ORALES ","","Excento de ","$4.57 ","$10.00 ","$10.00 "
"HYDRA","Electrolitos Orales Polvo 27.9","","Excento de ","$2.94 ","$7.00 ","$7.00 "
"HYDRA","Electrolitos Orales Polvo 27.9","","Excento de ","$4.30 ","$8.00 ","$8.00 "
"HYDRA ","Electrolitos Orales Polvo 27.9","","Excento de ","$7.50 ","$10.00 ","$10.00 "
"HYDRA","Electrolitos Orales Polvo 27.9","","Excento de ","$3.47 ","$7.00 ","$7.00 "
"VOLDRA","Electrolitos orales POLVO ","","Excento de ","$4.56 ","$10.00 ","$10.00 "
"ELETRO","Electrolitos orales POLVO ","","Excento de ","$6.12 ","$10.00 ","$10.00 "
"VOLDRA","Electrolitos p/Solución ","","Excento de ","$4.95 ","$10.00 ","$10.00 "
"VOLDRA","ELECTROLITOS POLVO ","","Excento de ","$6.94 ","$10.00 ","$10.00 "
"ELECTR","ELECTROLITOS UVA","","Excento de ","$7.46 ","$10.00 ","$10.00 "
"ELIDEL ","ELIDEL (Pimecrolimus) ","","Excento de ","$519.19 ","$600.00 ","$600.00 "
"TELMI/H","ELMISARTAN ","","Excento de ","$64.50 ","$150.00 ","$150.00 "
"ENOV","Enalapril 10 mg c/30 tab ","","Excento de ","$7.63 ","$30.00 ","$30.00 "
"ENAL","Enalapril 10mg c/30 tbs ","","Excento de ","$6.85 ","$30.00 ","$30.00 "
"VEXOTI","Enalapril 10mg c/30 tbs ","","Excento de ","$7.66 ","$30.00 ","$30.00 "
"OVALAC","ENALAPRIL TABLETAS 10 ","","Excento de ","$6.62 ","$20.00 ","$20.00 "
"ENALAP","Enalapril tabletas 10mg","","Excento de ","$7.43 ","$20.00 ","$20.00 "
"ENSUR","Enshure Advance Chocolate ","","Excento de ","$47.20 ","$58.00 ","$58.00 "
"ENSUR","ENSURE ADVANCE FRESA ","","Excento de ","$47.20 ","$58.00 ","$58.00 "
"ENSUR","ENSURE ADVANCE ","","Excento de ","$49.50 ","$60.00 ","$60.00 "
"ENSUR","ENSURE POLVO SABOR ","","Excento de ","$262.57 ","$365.00 ","$365.00 "
"ENTER","ENTEROGERMINA Esporas ","","Excento de ","$398.62 ","$498.00 ","$498.00 "
"ENUTRE ","ENUTRE CHOCOLATE ","","Excento de ","$27.43 ","$50.00 ","$50.00 "
"ENUTRE  ","ENUTRE FRESA 237ML VIT ","","Excento de ","$27.43 ","$50.00 ","$50.00 "
"ENUTRE","ENUTRE VAINILLA 237ML ","","Excento de ","$27.43 ","$50.00 ","$50.00 "
"PAFERL","Epinastina TABLETAS 20mg ","","Excento de ","$44.72 ","$90.00 ","$90.00 "
"NENOC","Equipo de venoclicis sin ","","Excento de ","$16.00 ","$30.00 ","$30.00 "
"EQU ","Equipo de Venoclisis SENSI ","","Excento de ","$9.34 ","$25.00 ","$25.00 "
"ERITRO","Eritromicina 500mg c20tabs ","","Excento de ","$49.29 ","$98.00 ","$98.00 "
"ERITRO","ERITROMICINA TAB.500MG ","","Excento de ","$53.03 ","$115.00 ","$115.00 "
"LATOTR","ERITROMICINA TABLETAS ","","Excento de ","$69.21 ","$110.00 ","$110.00 "
"ERITRO","Eritropoyetina Sol 2000 UI ","","Excento de ","$587.76 ","$735.00 ","$735.00 "
"ESCITA","Escitalopram tab.10mg c/14","","Excento de ","$37.63 ","$65.00 ","$65.00 "
"PRALEX ","Escitalopram TABLETAS ","","Excento de ","$41.25 ","$100.00 ","$100.00 "
"NUBY ","Escobillon p Biberones NUBY","","Excento de ","$75.00 ","$96.00 ","$96.00 "
"ESMISE","ESMISEN TABLETAS C/3 ","","Excento de ","$469.53 ","$560.00 ","$560.00 "
"ESOME","Esomeprazol TABLETAS ","","Excento de ","$110.12 ","$220.00 ","$220.00 "
"ESPACI","Espaciador de Volumen Cap. ","","Excento de ","$174.79 ","$280.00 ","$280.00 "
"ESPAV ","Espaven Pediatrico ","","Excento de ","$278.99 ","$348.00 ","$348.00 "
"ESPEJ ","ESPEJO VAGINAL  28 MM","","Excento de ","$6.20 ","$25.00 ","$25.00 "
"FEELIN","Espejo Vaginal  Des c/1","","Excento de ","$7.80 ","$25.00 ","$25.00 "
"HARMO","Espejo Vaginal CHICO","","Excento de ","$20.00 ","$30.00 ","$30.00 "
"ESPIR ","Espiritus de Tomar c/250ml","","Excento de ","$15.00 ","$25.00 ","$25.00 "
"ESPIRIT","ESPIRITUS DE UNTAR ","","Excento de ","$5.75 ","$12.00 ","$12.00 "
"ESPIRIT ","Espiritus De Untar c/250ml","","Excento de ","$17.48 ","$32.00 ","$32.00 "
"ESPIRO","ESPIRONOLACTONA 25MG ","","Excento de ","$30.88 ","$70.00 ","$70.00 "
"ESPIRO","Espironolactona 25mg c/20 ","","Excento de ","$27.60 ","$60.00 ","$60.00 "
"NOLAS","Espironolactona 25mg c/30 ","","Excento de ","$41.10 ","$70.00 ","$70.00 "
"ESPIRO","Espironolactona 25mg c/30 ","","Excento de ","$47.74 ","$103.00 ","$103.00 "
"ESPONJ","Espomja bebe Verde","","Excento de ","$20.00 ","$25.00 ","$25.00 "
"ESPONJ","ESPONJA OSITO KOHN","","Excento de ","$10.00 ","$15.00 ","$15.00 "
"BATH ","Esponja Osos c/2","","Excento de ","$12.00 ","$22.00 ","$22.00 "
"BATH ","Esponja Rana","","Excento de ","$14.00 ","$20.00 ","$20.00 "
"ESPONJ","ESPONJA REDONDA KOHN","","Excento de ","$10.00 ","$15.00 ","$15.00 "
"BATH ","Esponja Redonda Rosa","","Excento de ","$15.00 ","$20.00 ","$20.00 "
"ESPONJ","ESPONJA SUAVE BEBE ","","Excento de ","$12.00 ","$20.00 ","$20.00 "
"ESPIRIT","ESPORITUS DE TOMAR ","","Excento de ","$5.75 ","$12.00 ","$12.00 "
"ESPRAD","ESPRADEN C/30 TABLETAS","","Excento de ","$58.68 ","$110.00 ","$110.00 "
"ESPIMA ","ESPUMA DE AFEITAR ","","Excento de ","$60.00 ","$70.00 ","$70.00 "
"ESPUM","Espuma p Afeitar NIVEA ","","Excento de ","$50.00 ","$70.00 ","$70.00 "
"ESTOM","ESTOMAQUIL SOBRES","","Excento de ","$96.42 ","$135.00 ","$135.00 "
"ESTOM","ESTOMAQUIL SOBRES ","","Excento de ","$6.46 ","$10.00 ","$10.00 "
"ESTOM","ESTOMAQUIL TABLETAS ","","Excento de ","$54.20 ","$85.00 ","$85.00 "
"ETORIC","Etoricopxib 90mg 28 comp","","Excento de ","$233.74 ","$350.00 ","$350.00 "
"ETORIC","ETORICOXIB ","","Excento de ","$48.00 ","$100.00 ","$100.00 "
"FILCOS","ETORICOXIB 90MG ","","Excento de ","$171.63 ","$270.00 ","$270.00 "
"ETORIC","Etoricoxib COMPRIMIDOS ","","Excento de ","$99.14 ","$210.00 ","$210.00 "
"EORICO","Etoricoxib TABLETAS 120mg ","","Excento de ","$44.89 ","$85.00 ","$85.00 "
"IYALIB ","Etoricoxib TABLETAS 90mg ","","Excento de ","$61.25 ","$120.00 ","$120.00 "
"ETORIC","Etoricoxib TABLETAS 90mg ","","Excento de ","$60.22 ","$130.00 ","$130.00 "
"XUMER ","Etoricoxib TABLETAS 90mg ","","Excento de ","$1,052.50 ","$1,220.00 ","$1,220.00 "
"EUCALI","Eucalin Adulto Jarabe 240ml","","Excento de ","$56.62 ","$122.00 ","$122.00 "
"EU INF","Eucalin Infantil 240ml ","","Excento de ","$68.70 ","$110.00 ","$110.00 "
"EUCALI","EUCALIN JARABE C/120 ML ","","Excento de ","$46.40 ","$99.00 ","$99.00 "
"EUCALI","Eucaliptine Solución 100mg ","","Excento de ","$27.30 ","$40.00 ","$40.00 "
"EUCERI","Eucerin Anti-Pigment CREMA ","","Excento de ","$709.93 ","$888.00 ","$888.00 "
"EUCALI","Euclain Agave 240ml Jbe","","Excento de ","$63.00 ","$135.00 ","$135.00 "
"EUTIRO","Eutirox (Levotiroxina sódica) ","","Excento de ","$270.19 ","$310.00 ","$310.00 "
"EUTIR ","Eutirox 25 mcg c/50 tab","","Excento de ","$152.00 ","$165.00 ","$165.00 "
"EUTIRO","EUTIROX 75 MCG C/50 ","","Excento de ","$291.04 ","$330.00 ","$330.00 "
"EXCED","EXCEDRIN TABLETAS C/24","","Excento de ","$46.34 ","$55.00 ","$55.00 "
"EXHANT","Exhantil menta- limon","","Excento de ","$36.93 ","$72.00 ","$72.00 "
"EXZON","EXZON TABLETAS C/90 ","","Excento de ","$92.51 ","$185.00 ","$185.00 "
"MENIRO","Ezetimiba/Simvastatina 10-","","Excento de ","$74.10 ","$160.00 ","$160.00 "
"EZETIM/","EZETIMIBA/SIMVASTATINA ","","Excento de ","$129.94 ","$260.00 ","$260.00 "
"EZETI/SI","Ezetimiba/Simvastatina ","","Excento de ","$113.00 ","$260.00 ","$260.00 "
"EZE/SIM","EZETIMIVA/SIMVASTATINA ","","Excento de ","$113.63 ","$260.00 ","$260.00 "
"FEBRAX ","FEBRAX SUSPENSION ","","Excento de ","$165.63 ","$207.00 ","$207.00 "
"UREZOL","Fenazopiridina 100mg c/20 ","","Excento de ","$32.31 ","$70.00 ","$70.00 "
"MEDLEY","Fenazopiridina 100mg c/20 ","","Excento de ","$21.50 ","$45.00 ","$45.00 "
"BIOFERI","Fenazopiridina 100mg c/20 ","","Excento de ","$23.95 ","$45.00 ","$45.00 "
"DISTRA","Fenilafrina/Loratadina ","","Excento de ","$33.02 ","$75.00 ","$75.00 "
"LUBRIA","Feniramina/Nafazolina 3mg-","","Excento de ","$17.10 ","$35.00 ","$35.00 "
"FENIF ","Fenitoina Sodica 100mg c/50 ","","Excento de ","$77.55 ","$140.00 ","$140.00 "
"FENITO","Fenitoina Sodica Sol ","","Excento de ","$30.63 ","$55.00 ","$55.00 "
"FENIROI","Fenitoina TABLETAS 100mg ","","Excento de ","$42.25 ","$120.00 ","$120.00 "
"FERULA ","Ferula Especial MEDIANA ","","Excento de ","$77.00 ","$97.00 ","$97.00 "
"FERULA ","Ferula p/Dedo Chica","","Excento de ","$31.09 ","$65.00 ","$65.00 "
"FERULA ","Ferula p/Dedo Grande","","Excento de ","$31.09 ","$65.00 ","$65.00 "
"FERULA ","Ferula p/Dedo mEDIANA","","Excento de ","$31.09 ","$65.00 ","$65.00 "
"FERULA ","Ferula para Dedo tipo ","","Excento de ","$87.00 ","$110.00 ","$110.00 "
"DOPPLE","FETAL DOPPLER","","Excento de ","$250.00 ","$400.00 ","$400.00 "
"FEXOFE","FEXOFENADINA 120MG ","","Excento de ","$34.04 ","$72.00 ","$72.00 "
"ALDIFE","Fexofenadina 120mg c/10 ","","Excento de ","$60.00 ","$110.00 ","$110.00 "
"ALLEGR","Fexofenadina 180mg","","Excento de ","$259.50 ","$300.00 ","$300.00 "
"FEXOFE","FEXOFENADINA 180MG ","","Excento de ","$47.61 ","$92.00 ","$92.00 "
"DESRO","FEXOFENADINA 180MG ","","Excento de ","$42.83 ","$100.00 ","$100.00 "
"APERTU","Fexofenadina 180mg tbs c/10","","Excento de ","$77.49 ","$140.00 ","$140.00 "
"BIOSTA","FEXOFENADINA TABLETAS ","","Excento de ","$63.06 ","$135.00 ","$135.00 "
"APERTU","FEXOFENADINA TABLETAS ","","Excento de ","$62.25 ","$124.00 ","$124.00 "
"FINALA","FINALAX 400GR LIMON","","Excento de ","$62.05 ","$125.00 ","$125.00 "
"STERYX ","Finasterida tab 5mg c/30 ","","Excento de ","$30.96 ","$80.00 ","$80.00 "
"FINAST","Finasterida tbs 5mg 30tbs","","Excento de ","$46.28 ","$125.00 ","$125.00 "
"NOVARI","FINASTERIDE 5MG C/30 ","","Excento de ","$59.00 ","$125.00 ","$125.00 "
"FLANAX ","FLANAX 220/25mg c/20","","Excento de ","$108.00 ","$135.00 ","$135.00 "
"FRANAX ","FLANAX 275MG TABLETAS ","","Excento de ","$113.44 ","$155.00 ","$155.00 "
"FLANAX ","FLANAX 550mg C/6 ","","Excento de ","$100.00 ","$125.00 ","$125.00 "
"FLANAX ","Flanax FEM 550 c/12","","Excento de ","$187.00 ","$225.00 ","$225.00 "
"FLANAX ","FLANAX GEL 40GR","","Excento de ","$114.00 ","$143.00 ","$143.00 "
"FRANAX ","FLANAX NOCTO ","","Excento de ","$131.27 ","$165.00 ","$165.00 "
"FLAUSI","FLAUSIVER GEL 100G ","","Excento de ","$35.93 ","$60.00 ","$60.00 "
"FLEBOC","FLEBOCAPS CASTAÑA DE ","","Excento de ","$84.12 ","$155.00 ","$155.00 "
"FLEMIG","Flemigor pediatrico","","Excento de ","$24.55 ","$49.00 ","$49.00 "
"PANCLA","FLOROGLUCINOL/TRIMETI","","Excento de ","$191.84 ","$255.00 ","$255.00 "
"PANCLA","Floroglucinol/Trimetilflorogluci","","Excento de ","$200.21 ","$250.00 ","$250.00 "
"FLORO","FLOROGLUCINOL/TRIMETI","","Excento de ","$146.77 ","$185.00 ","$185.00 "
"FLOR","Floroglucinol/Trimetilflorogluci","","Excento de ","$150.63 ","$188.00 ","$188.00 "
"AMEZTR","FLUCONAZOL 150MG  ","","Excento de ","$14.48 ","$30.00 ","$30.00 "
"FLUCON","Fluconazol 150mg c/1 Caps","","Excento de ","$12.92 ","$37.00 ","$37.00 "
"FLUATR","Fluconazol 150mg c/1 tb","","Excento de ","$20.37 ","$35.00 ","$35.00 "
"DOFIL","Fluconazol 150mg Caps c/1","","Excento de ","$14.16 ","$30.00 ","$30.00 "
"FLUZOR","Fluconazol CAPSULAS ","","Excento de ","$21.51 ","$50.00 ","$50.00 "
"FLUCON","FLUCONAZOL CÁPSULAS ","","Excento de ","$30.76 ","$60.00 ","$60.00 "
"FLUATR","Fluconazol CAPSULAS ","","Excento de ","$70.62 ","$140.00 ","$140.00 "
"FAUX","Fluconazol/Tinidazol 37.5","","Excento de ","$40.53 ","$83.00 ","$83.00 "
"FLUMIL ","FLUMIL solución 2.0","","Excento de ","$344.18 ","$430.00 ","$430.00 "
"NAFLUR","Flunarizina 5mg c/20 tbs","","Excento de ","$195.83 ","$235.00 ","$235.00 "
"ACEN","Fluocinolona/Metronodazol/ ","","Excento de ","$35.32 ","$70.00 ","$70.00 "
"FLUO","Fluoxetina 20 mg c/14 caps","","Excento de ","$13.68 ","$63.00 ","$63.00 "
"F-EXINA","FLUOXETINA 20MG","","Excento de ","$16.35 ","$35.00 ","$35.00 "
"FLUOX","Fluoxetina 20mg 28tbs","","Excento de ","$35.89 ","$75.00 ","$75.00 "
"ZATIN","Fluoxetina 20mg c/30cps","","Excento de ","$27.10 ","$70.00 ","$70.00 "
"ZATIN ","Fluoxetina Cápsulas 20mg ","","Excento de ","$14.90 ","$32.00 ","$32.00 "
"ANIUP ","Fluoxetina CÁPSULAS 20mg ","","Excento de ","$21.18 ","$45.00 ","$45.00 "
"FHISFL","FLUTICASONA AEROSOL ","","Excento de ","$160.67 ","$345.00 ","$345.00 "
"FH fluti","FLUTICASONA C/60 DOSIS","","Excento de ","$245.11 ","$320.00 ","$320.00 "
"AYTUG","Fluticasona Suspension ","","Excento de ","$389.99 ","$485.00 ","$485.00 "
"FLUTIC","Fluticasona/Salmeterol ","","Excento de ","$165.92 ","$349.00 ","$349.00 "
"FOSSIN ","FOSSIN ONE (Fosfomicina) ","","Excento de ","$369.38 ","$460.00 ","$460.00 "
"FOTOSU","FOTOSUN UV 100 ADULTO ","","Excento de ","$115.71 ","$150.00 ","$150.00 "
"FOTOSU","FOTOSUN UV PROTECTOR ","","Excento de ","$73.72 ","$98.00 ","$98.00 "
"FRAVIT ","FRAVIT AMPOLLETAS ","","Excento de ","$21.26 ","$50.00 ","$50.00 "
"FUMAR","Fumarato Ferroso 200mg ","","Excento de ","$14.43 ","$31.00 ","$31.00 "
"BIOFUR","Fumarato Ferroso 200mg ","","Excento de ","$14.99 ","$30.00 ","$30.00 "
"FUMAR","Fumarato ferroso c/50","","Excento de ","$21.67 ","$44.00 ","$44.00 "
"BIOFUR","Fumarato Ferroso Susp 120 ","","Excento de ","$29.02 ","$50.00 ","$50.00 "
"FUMAVI","Fumarato ferroso TABLETAS ","","Excento de ","$22.50 ","$45.00 ","$45.00 "
"BIOMIS","Furosemida TABLETAS ","","Excento de ","$11.20 ","$25.00 ","$25.00 "
"DIURM","Furosemina 40mg c/20 ","","Excento de ","$13.00 ","$26.00 ","$26.00 "
"klimyn","Furosemina 40mg c/20 ","","Excento de ","$7.51 ","$24.00 ","$24.00 "
"TIMIC","GABAPENTINA 300 MG ","","Excento de ","$43.35 ","$90.00 ","$90.00 "
"MICROL","Gabapentina 300mg c/15 ","","Excento de ","$45.29 ","$97.00 ","$97.00 "
"GABAPE","GABAPENTINA 300MG C/15 ","","Excento de ","$28.10 ","$62.00 ","$62.00 "
"REGALD","Gabapentina 300mg c/15 cps","","Excento de ","$43.34 ","$95.00 ","$95.00 "
"WERMY","GABAPENTINA 300MG ","","Excento de ","$45.33 ","$98.00 ","$98.00 "
"GABAPE","Gabapentina/Tiamina/Cianoc","","Excento de ","$272.41 ","$360.00 ","$360.00 "
"MICROL","GAPAPENTINA  300MG ","","Excento de ","$75.37 ","$145.00 ","$145.00 "
"GARGA","GARGAX 60ML","","Excento de ","$20.00 ","$40.00 ","$40.00 "
"GASA ","GASA 7.5 X 5 CM QUIRMEX","","Excento de ","$0.60 ","$2.00 ","$2.00 "
"gasa ","gasa chica 7.5x5cm caja c/10","","Excento de ","$9.50 ","$16.00 ","$16.00 "
"SUGAS","GASA ESTERIL 7.5X5CM ","","Excento de ","$6.85 ","$16.00 ","$16.00 "
"GASA ","GASA PLUS 10X10 CM C/10 ","","Excento de ","$15.54 ","$28.00 ","$28.00 "
"CAJA ","GASAS C/100","","Excento de ","$60.20 ","$100.00 ","$100.00 "
"GEL ","Gel Anti Piojos 115g GRISI ","","Excento de ","$33.79 ","$55.00 ","$55.00 "
"DELL ","Gel antib Dell 60ml","","Excento de ","$13.57 ","$18.00 ","$18.00 "
"CLEEN ","Gel antibacbterail CLEEN ","","Excento de ","$8.05 ","$20.00 ","$20.00 "
"GEL ","Gel Antibacterial 120ml ","","Excento de ","$12.89 ","$23.00 ","$23.00 "
"GEL ","Gel antibacterial 120ml ","","Excento de ","$20.88 ","$25.00 ","$25.00 "
"CLEEN ","GEL ANTIBACTERIAL ","","Excento de ","$10.50 ","$27.00 ","$27.00 "
"GEL SN ","Gel Antibacterial 1L SAN ","","Excento de ","$50.00 ","$80.00 ","$80.00 "
"Next ","Gel Antibacterial 236ml","","Excento de ","$15.83 ","$20.00 ","$20.00 "
"GEL ","Gel Antibacterial 238ML ","","Excento de ","$10.00 ","$25.00 ","$25.00 "
"GEL ","GEL ANTIBACTERIAL 250 ","","Excento de ","$15.00 ","$30.00 ","$30.00 "
"PROTE","Gel Antibacterial 250ml","","Excento de ","$25.80 ","$36.00 ","$36.00 "
"CLEEN ","GEL ANTIBACTERIAL ","","Excento de ","$28.61 ","$35.00 ","$35.00 "
"LUMAN ","Gel antibacterial 250ml ","","Excento de ","$26.00 ","$35.00 ","$35.00 "
"GEL ","GEL ANTIBACTERIAL 30ML ","","Excento de ","$10.00 ","$18.00 ","$18.00 "
"GEL ","Gel Antibacterial 50ml BYD ","","Excento de ","$12.00 ","$15.00 ","$15.00 "
"GEL ","Gel Antibacterial 60ml","","Excento de ","$13.33 ","$19.00 ","$19.00 "
"GEL ","Gel antibacterial 75ml ","","Excento de ","$9.50 ","$16.00 ","$16.00 "
"MICROG","Gel antibacterial c/150g  ","","Excento de ","$15.32 ","$27.00 ","$27.00 "
"GEL ","Gel Antibacterial ESCUDO ","","Excento de ","$19.31 ","$25.00 ","$25.00 "
"GEL ","GEL ANTIBACTERIAL ","","Excento de ","$12.54 ","$19.00 ","$19.00 "
"GEL ","GEL ANTIBACTERIAL ","","Excento de ","$78.00 ","$100.00 ","$100.00 "
"GEL ","GEL ANTIBACTERIAL ","","Excento de ","$23.07 ","$28.00 ","$28.00 "
"GEL ","GEL ANTIBACTERIAL V ","","Excento de ","$32.80 ","$45.00 ","$45.00 "
"GEL XL3","GEL ANTIBACTERIAL XL3 ","","Excento de ","$35.65 ","$45.00 ","$45.00 "
"GEL ","GEL Antiseptico p/manos ","","Excento de ","$62.60 ","$78.00 ","$78.00 "
"GEL ","GEL EGO ALFA 20ML","","Excento de ","$15.40 ","$25.00 ","$25.00 "
"GEL ","Gel EGO Attraction 200ml","","Excento de ","$14.58 ","$25.00 ","$25.00 "
"GEL ","GEL EGO CONTRA EL ","","Excento de ","$15.70 ","$24.00 ","$24.00 "
"GEL ","GEL EGO CONTROL ","","Excento de ","$14.58 ","$25.00 ","$25.00 "
"GEL ","GEL EGO DURACION ","","Excento de ","$26.20 ","$33.00 ","$33.00 "
"EGO","Gel EGO For Men 200ml","","Excento de ","$15.34 ","$25.00 ","$25.00 "
"GEL ","Gel Ego Force 250ml","","Excento de ","$12.90 ","$16.00 ","$16.00 "
"ULTRAS","Gel Ultra Sonic 250ml","","Excento de ","$84.99 ","$115.00 ","$115.00 "
"GEL ","Gel xtreme  250g","","Excento de ","$10.50 ","$14.50 ","$14.50 "
"GELCA ","Gelcavit Colors c/30 cap","","Excento de ","$55.00 ","$118.00 ","$118.00 "
"GELCAV","GELCAVIT Q-10 CAPSULAS","","Excento de ","$107.60 ","$145.00 ","$145.00 "
"GELMICI","GELMICIN 60GR COLLINS","","Excento de ","$17.77 ","$48.00 ","$48.00 "
